n, m, k, value, time, valid, solution
50, 2, 5, 342.3390, 1800.7803, 1, 0 1 2 1 2 3 4 0 3 3 1 3 4 3 4 4 1 1 3 2 0 4 2 3 1 3 1 1 0 3 0 1 3 2 0 4 0 2 0 1 2 2 0 3 2 4 0 0 3 4 
50, 5, 5, 19799.4040, 1800.2213, 1, 0 1 2 1 0 3 3 2 3 4 0 2 2 3 2 1 4 1 4 4 4 3 1 2 1 3 2 2 3 1 2 3 2 0 0 3 4 4 4 0 0 1 0 1 1 2 3 4 0 0 
50, 10, 5, 51275.3680, 1800.0379, 1, 0 1 1 2 0 2 2 0 2 1 3 4 0 4 4 1 3 3 4 0 3 3 1 4 1 1 3 3 3 2 4 2 0 2 4 1 1 2 0 2 0 4 0 4 1 4 3 3 0 2 
50, 20, 5, 100298.8610, 1800.8722, 1, 0 1 2 3 2 4 0 1 4 3 4 1 3 4 4 0 3 2 1 3 2 1 2 3 4 4 4 0 2 2 1 0 0 3 2 1 0 1 0 3 4 2 0 3 1 4 1 2 0 3 
100, 2, 5, 27.2310, 1800.7481, 1, 0 1 1 2 1 2 3 0 4 2 0 1 3 4 4 0 3 2 4 3 2 3 1 2 1 3 1 1 4 1 1 0 0 2 4 1 1 1 0 4 2 4 0 4 2 4 0 4 0 1 3 1 0 3 0 4 3 4 0 3 4 3 0 2 0 3 3 3 1 3 4 0 2 2 0 2 2 2 3 0 2 0 4 3 2 0 4 4 1 2 2 0 3 4 2 4 1 3 1 4 
100, 5, 5, 4433.0550, 1800.7221, 1, 0 1 1 2 3 3 0 2 1 2 4 2 3 0 4 4 4 3 4 1 2 1 3 0 0 3 3 1 1 0 0 1 2 3 4 1 1 2 0 2 1 4 0 3 1 3 4 0 3 0 1 4 1 2 2 0 1 4 3 3 2 0 4 2 2 0 3 3 4 4 2 0 0 0 4 2 3 2 3 4 1 1 3 0 4 2 4 1 3 2 0 2 1 4 3 1 4 3 2 0 
100, 10, 5, 37343.0950, 1800.1548, 1, 0 1 2 3 2 3 3 0 1 4 4 1 3 4 4 1 2 3 0 3 3 4 2 2 1 1 1 3 4 2 4 1 3 1 0 0 4 3 2 1 3 3 4 4 1 1 4 0 1 2 0 2 1 1 0 1 0 4 2 2 3 4 3 4 0 0 3 1 1 2 0 3 2 0 2 2 4 0 2 4 0 3 0 3 4 4 4 3 0 2 0 4 3 1 2 0 2 0 4 1 
100, 20, 5, 95272.2640, 1800.8728, 1, 0 1 1 1 2 2 0 2 3 3 2 4 4 1 2 0 4 2 4 4 3 4 4 4 0 0 1 2 4 3 3 2 2 2 3 1 0 4 1 4 3 2 2 4 0 3 0 4 4 3 4 1 2 3 3 3 0 2 0 1 3 1 3 4 1 2 0 0 2 0 2 1 1 0 0 3 2 4 0 4 0 0 2 4 1 3 1 3 0 3 0 2 1 2 1 4 1 0 1 3 
50, 2, 10, 4539.9680, 1800.4277, 1, 0 1 2 3 4 5 6 6 0 7 7 0 8 3 3 3 3 0 8 9 6 7 5 4 1 8 9 9 6 1 5 8 9 9 5 0 8 1 4 1 4 9 7 2 2 2 7 6 3 5 
50, 5, 10, 33518.2180, 1800.2219, 1, 0 1 0 2 1 3 4 5 5 2 0 6 7 7 8 6 3 2 4 2 7 8 8 3 4 5 0 3 6 1 8 4 9 1 8 9 0 2 5 6 3 1 6 5 7 7 9 4 9 9 
